STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IS,Iceland,2018,,10.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IS,Iceland,2019,,10.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IS,Iceland,2020,,11.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2015,,27.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2016,,27.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2017,,25.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2018,,25.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2019,,24.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2020,,24.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2021,,24.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2022,,23.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2023,,22.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2024,,22.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,IT,Italy,2025,,21.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2015,,28.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2016,,29.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2017,,29.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2018,,28.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2019,,25.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2020,,24.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2021,,24.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2022,,25.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2023,,24.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2024,,26.4,,p,provisional,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LT,Lithuania,2025,,27.4,,p,provisional,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2015,,17.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2016,,18.4,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2017,,19.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2018,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2019,,18.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2020,,19.1,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2021,,19.2,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2022,,18.4,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2023,,20.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2024,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LU,Luxembourg,2025,,17.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2015,,30.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2016,,28.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2017,,29.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2018,,29.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2019,,28.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2020,,26.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2021,,27.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2022,,27.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2023,,27.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2024,,25.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,LV,Latvia,2025,,26.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2015,,42.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2016,,41.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2017,,40.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2018,,39.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2019,,34.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2020,,35.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2021,,37.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2022,,32.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,ME,Montenegro,2023,,29.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2015,,39.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2016,,38.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2017,,35.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2018,,33.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2019,,33.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2020,,31.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2021,,29.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2022,,30.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2023,,28.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MK,North Macedonia,2024,,25.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2015,,21.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2016,,19.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2017,,18.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2018,,18.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2019,,20.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2020,,19.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2021,,19.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2022,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2023,,18.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2024,,18.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,MT,Malta,2025,,18.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2015,,16.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2016,,16.2,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2017,,16.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2018,,16.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2019,,16.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2020,,15.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2021,,17.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2022,,17.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2023,,15.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2024,,15.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NL,Netherlands,2025,,16.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2015,,15.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2016,,14.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2017,,15.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2018,,16.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2019,,15.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2020,,16.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2021,,16.8,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2022,,16.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2023,,16.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2024,,15.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,NO,Norway,2025,,16.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2015,,21.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2016,,20.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2017,,19.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2018,,18.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2019,,18.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2020,,17.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2021,,17.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2022,,15.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2023,,16.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2024,,16.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PL,Poland,2025,,15.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2015,,25.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2016,,24.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2017,,23.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2018,,21.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2019,,21.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2020,,19.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2021,,22.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2022,,20.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2023,,19.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2024,,19.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,PT,Portugal,2025,,18.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2015,,42.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2016,,44.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2017,,41.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2018,,37.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2019,,35.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2020,,34.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2021,,33.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2022,,33.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2023,,30.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2024,,26.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RO,Romania,2025,,26.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RS,Serbia,2015,,40.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RS,Serbia,2016,,29.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RS,Serbia,2017,,39.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_GE16,16 years or over,T,Total,RS,Serbia,2018,,33.6,,,,,
