DATAFLOW,LAST UPDATE,freq,unit,direct,na_item,sector,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2015,19501,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2016,19959,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2017,20625,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2018,21015,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2019,21702,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2020,21741,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2021,23230,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2022,24563,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2023,27105,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IE,2024,28933,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2014,19942,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2015,21135,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2016,21596,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2017,22623,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2018,22831,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2019,23439,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2020,24807,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2021,26464,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2022,28110,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2023,30256,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IS,2024,31805,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2014,20246,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2015,20523,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2016,21103,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2017,21707,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2018,22140,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2019,22661,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2020,22501,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2021,23850,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2022,25947,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2023,27684,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,IT,2024,28677,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2014,14384,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2015,15086,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2016,16058,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2017,16280,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2018,17144,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2019,18732,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2020,19963,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2021,21658,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2022,22098,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2023,22946,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LT,2024,24503,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2014,31675,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2015,31850,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2016,31513,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2017,32777,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2018,34049,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2019,34027,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2020,34447,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2021,34881,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2022,37027,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2023,39746,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LU,2024,41552,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2014,11129,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2015,11940,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2016,12451,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2017,13273,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2018,14021,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2019,14621,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2020,14994,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2021,16952,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2022,17484,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2023,18382,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,LV,2024,19921,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2014,16234,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2015,17124,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2016,17998,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2017,18710,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2018,19745,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2019,20905,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2020,20893,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2021,22533,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2022,23647,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2023,25882,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,MT,2024,28625,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2014,22938,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2015,23336,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2016,23438,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2017,24183,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2018,25343,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2019,25864,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2020,26724,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2021,28461,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2022,30868,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2023,32926,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2024,34672,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NL,2025,36176,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2014,26684,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2015,26669,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2016,26143,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2017,27619,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2018,28228,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2019,28436,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2020,28280,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2021,29883,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,NO,2022,31035,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2014,14669,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2015,15217,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2016,15657,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2017,16100,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2018,16788,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2019,17709,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2020,19225,b,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2021,19280,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2022,20256,b,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2023,21517,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PL,2024,23567,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2014,15946,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2015,16567,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2016,16863,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2017,17083,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2018,18013,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2019,18635,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2020,18271,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2021,19727,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2022,21611,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2023,23425,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2024,25347,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,PT,2025,26535,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2014,9424,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2015,9996,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2016,11267,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2017,12558,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2018,13142,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2019,15311,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2020,15977,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2021,17021,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2022,17698,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2023,19653,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2024,21541,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RO,2025,22622,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2014,9029,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2015,9194,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2016,9150,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2017,9158,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2018,10088,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2019,10576,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2020,11115,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2021,12175,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2022,13079,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2023,14289,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,RS,2024,15870,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2014,22993,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2015,23406,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2016,23448,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2017,23685,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2018,23968,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2019,24379,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2020,24239,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2021,25913,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2022,27356,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2023,28356,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2024,29477,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SE,2025,30271,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2014,15453,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2015,15745,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2016,16273,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2017,17091,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2018,17920,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2019,18898,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2020,19805,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2021,21183,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2022,22862,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2023,24075,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SI,2024,25163,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2014,14288,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2015,14957,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2016,14076,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2017,14054,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2018,14747,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2019,15465,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2020,16584,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2021,17833,b,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2022,18783,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2023,20223,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,SK,2024,21532,,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2014,13029,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2015,13837,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2016,13800,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2017,14463,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2018,14384,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2019,14042,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2020,13368,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2021,14690,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2022,18202,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2023,20864,p,
ESTAT:TEC00113(1.0),27/07/26 11:00:00,A,PPS_EU27_2020_HAB,PAID,B7G,S14_S15,TR,2024,20729,p,
