DATAFLOW,LAST UPDATE,freq,indic_ppp,ppp_cat18,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2014,108,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2015,106,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2016,105,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2017,103,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2018,103,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2019,105,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2020,103,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2021,101,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2022,97,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2023,99,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2024,98,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2025,98,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2014,61,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2015,61,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2016,63,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2017,65,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2018,66,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2019,68,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2020,66,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2021,71,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2022,72,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2023,78,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2024,78,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2025,78,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2014,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2015,70,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2016,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2017,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2018,71,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2019,73,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2020,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2021,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2022,76,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2023,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2024,76,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2025,76,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2014,141,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2015,185,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2016,178,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2017,187,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2018,191,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2019,189,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2020,205,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2021,225,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2022,237,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2023,218,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2024,221,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2025,238,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2014,126,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2015,131,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2016,135,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2017,133,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2018,131,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2019,129,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2020,122,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2021,124,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2022,135,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2023,136,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2024,131,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2025,128,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2014,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2015,97,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2016,99,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2017,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2018,96,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2019,96,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2020,93,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2021,96,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2022,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2023,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2024,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2025,96,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2014,108,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2015,108,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2016,101,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2017,98,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2018,95,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2019,90,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2020,91,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2021,88,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2022,84,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2023,86,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2024,85,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2025,85,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2014,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2015,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2016,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2017,78,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2018,81,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2019,83,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2020,86,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2021,88,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2022,87,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2023,86,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2024,87,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2025,87,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2014,280,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2015,279,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2016,275,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2017,266,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2018,258,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2019,248,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2020,255,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2021,262,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2022,250,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2023,248,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2024,244,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2025,239,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2014,61,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2015,62,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2016,63,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2017,64,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2018,66,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2019,66,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2020,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2021,71,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2022,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2023,70,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2024,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2025,71,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2014,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2015,42,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2016,44,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2017,45,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2018,47,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2019,49,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2020,43,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2021,45,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2022,48,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2023,52,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2024,53,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2025,54,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2014,39,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2015,39,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2016,40,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2017,40,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2018,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2019,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2020,42,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2021,42,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2022,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2023,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2024,42,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2025,43,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2014,94,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2015,99,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2016,100,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2017,106,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2018,107,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2019,105,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2020,105,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2021,109,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2022,103,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2023,109,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2024,110,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2025,110,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2014,133,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2015,132,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2016,130,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2017,130,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2018,130,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2019,128,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2020,131,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2021,132,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2022,134,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2023,131,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2024,134,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2025,133,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2014,182,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2015,162,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2016,149,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2017,155,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2018,161,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2019,151,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2020,146,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2021,177,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2022,222,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2023,175,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2024,166,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2025,159,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2014,68,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2015,70,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2016,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2017,70,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2018,72,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2019,74,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2020,78,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2021,79,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2022,78,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2023,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2024,79,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2025,81,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2014,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2015,76,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2016,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2017,76,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2018,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2019,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2020,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2021,74,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2022,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2023,81,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2024,82,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2025,81,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2014,55,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2015,56,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2016,58,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2017,62,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2018,65,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2019,69,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2020,71,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2021,72,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2022,72,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2023,75,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2024,77,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2025,78,p,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2014,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2015,40,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2016,40,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2017,40,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2018,41,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2019,42,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2020,44,,
ESTAT:TEC00114(1.0),09/07/26 23:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2021,45,,
